Date/Time,FURNACE_DX_A_B_G_L HEATING COIL:Heating Coil Air Heating Rate [W](Hourly),FURNACE_DX_B_C_H_G HEATING COIL:Heating Coil Air Heating Rate [W](Hourly),FURNACE_DX_C_D_I_H HEATING COIL:Heating Coil Air Heating Rate [W](Hourly),FURNACE_DX_D_E_J_I HEATING COIL:Heating Coil Air Heating Rate [W](Hourly),FURNACE_DX_E_F_K_J HEATING COIL:Heating Coil Air Heating Rate [W](Hourly),FURNACE_DX_L_K_F_A HEATING COIL:Heating Coil Air Heating Rate [W](Hourly),FURNACE_DX_G_H_I_L HEATING COIL:Heating Coil Air Heating Rate [W](Hourly),FURNACE_DX_I_J_K_L HEATING COIL:Heating Coil Air Heating Rate [W](Hourly),FURNACE_DX_A_B_G_L COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),FURNACE_DX_B_C_H_G COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),FURNACE_DX_C_D_I_H COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),FURNACE_DX_D_E_J_I COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),FURNACE_DX_E_F_K_J COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),FURNACE_DX_L_K_F_A COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),FURNACE_DX_G_H_I_L COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),FURNACE_DX_I_J_K_L COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly) 
 02/05  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/05  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/05  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  08:00:00,3843.67478274728,899.91917275995,2445.54649516302,1225.70503353373,786.320830697552,2116.74633931526,3334.42545133462,1717.68643860778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  09:00:00,3117.55142867411,720.108338054849,2000.64151438856,987.132386350019,636.159161561965,1734.55738442312,2715.88093498338,1412.46420776095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  10:00:00,2705.55675005125,613.572427007795,1720.65815815312,850.412999212551,533.71429858784,1528.95958565,2399.9828398117,1248.60527811453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  11:00:00,2326.22233132271,478.482631439381,1289.25456953131,690.665168933366,336.738501748341,1341.80045721163,2123.15869579432,1106.44087253736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  12:00:00,1977.6910089444,378.979798068405,645.268086408596,566.574241466534,47.7783986080253,1164.57821505598,1855.14745195642,969.470543261317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  13:00:00,1684.93730075327,338.224666008383,161.997838818403,503.859623236486,0.0,1004.83685480204,1618.31445315666,848.473888185571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  14:00:00,1472.96939137548,294.684978674177,0.0,443.449425427583,0.0,845.276512733303,1435.66387557975,754.9621137834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  15:00:00,1314.44773506154,260.88638322961,0.0,396.644776486107,0.0,689.874140493968,1291.67592749273,681.17707154158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  16:00:00,1188.31046548185,235.307371700292,0.0,358.056289274611,0.0,534.050722050592,1151.26450976297,609.438901383833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  17:00:00,1207.18595009242,248.377753037804,5.22568678087478,370.463579024126,0.0,488.810467190188,1143.5605730284,604.099111164626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  18:00:00,1331.69434868991,289.908934206401,195.03542903547,418.757725537088,0.0,583.130388214419,1221.50905611455,641.457152735369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  19:00:00,2700.41875801799,629.433909281878,1332.848584349,895.045514588957,239.867413436382,1392.80283202553,2683.69876298511,1370.46475704841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  20:00:00,2827.26018940091,666.339388454781,1501.44803784864,942.565666627399,338.323273311664,1458.38248370592,2798.30411591627,1426.06598372832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  21:00:00,2887.98777998227,686.687026187272,1609.96023881779,966.887160075912,392.45366287771,1487.59881058442,2845.78384236485,1448.34851507842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  08:00:00,3000.04894617735,753.894707229038,1830.51435693206,1004.8980888265,595.485690718276,1493.38486879931,2555.15059986226,1301.15705899769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  09:00:00,3048.2095780745,763.562923461885,1933.54250722789,1017.55286727704,607.495616142282,1574.91694794904,2640.26946778228,1353.50705840352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  10:00:00,2691.27183575528,662.051099010787,1697.23576459705,890.707142924834,522.825932495506,1421.2089761047,2367.60863910845,1214.42842147374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  11:00:00,2319.76555724188,560.364351123733,1443.76148776567,762.651017474941,430.501333277466,1252.81849013814,2082.77509707476,1070.49492673613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  12:00:00,1911.91389343735,446.103267531794,1127.49451436645,619.704680179419,307.513126755007,1062.18572873649,1768.50547190585,912.200091753812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  13:00:00,1571.13688368052,360.219337712508,888.572036289371,507.295631718257,223.754783342698,892.7507995521,1480.94135947715,767.355733398261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  14:00:00,1370.9144861332,308.309476802326,750.440691871902,441.155823744106,174.721358528657,792.68174503915,1322.19839806125,686.984289201227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  15:00:00,1257.92790103364,279.040422014554,673.112092458371,404.522661026446,147.202209358266,732.535244571772,1238.93521633134,644.438544151233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  16:00:00,1186.51542342867,264.355791675336,643.292678390772,382.789101017429,144.137245434702,684.294391600342,1161.7508406608,605.017472097621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  17:00:00,1221.00918996206,279.515698546549,689.449102206511,398.382907966278,154.062692715921,678.194147526964,1165.55957441237,606.159997309802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  18:00:00,1323.37451661355,314.727338293469,818.623029249831,439.074241843411,218.281447989148,724.056226544624,1226.3572768427,635.832592473385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  19:00:00,2664.40226235706,645.554630643599,1860.51451102568,904.501707448067,579.321342998964,1499.66000451324,2664.61275083075,1353.90193579731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  20:00:00,2740.97782523686,667.864879609098,1939.07513524594,933.320042594973,613.5916541227,1538.18917782266,2734.27160380643,1388.23193593111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  21:00:00,2744.34221151026,671.387142087984,1958.61939233419,936.234964727846,626.675951089997,1537.51678516073,2730.70312598718,1386.09003860537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  08:00:00,2884.63517852776,706.407540931833,2077.83287014302,959.062905083638,713.03114660476,1585.89482240129,2581.89682847498,1318.53394924477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  09:00:00,2594.65539383617,588.797720962378,1794.5825125995,809.725979760649,594.100964117751,1446.86064622827,2303.07675394908,1186.29995379965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  10:00:00,2142.09165460391,470.247328065695,1426.46066127199,657.06938183795,450.615106456864,1217.83185551628,1918.19876181451,990.991901926939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  11:00:00,1829.13145998976,362.923116121577,1065.07179162248,530.788702914014,283.580944950134,1070.244993625,1696.44460844006,878.590589974864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  12:00:00,1659.12448958463,350.24275270773,1020.36728947012,504.428436707665,285.590341070505,981.863321846069,1558.1888631029,808.019474194571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  13:00:00,1536.71514095551,330.746560375979,934.920925022252,474.686296190123,258.991638891814,910.07415656887,1445.33926798608,750.298522476688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  14:00:00,1443.7483013593,307.551659636349,752.72275755456,448.750753995325,165.563071058082,853.448845756377,1403.65041264446,728.260217358099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  15:00:00,1416.01944750043,302.877511554297,630.34503529008,444.407544045794,100.306379954206,808.417445622205,1399.6110545622,725.162841115141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  16:00:00,1417.23542641597,306.676128359017,605.906837500644,449.151410185455,84.0410393927657,770.423637964247,1406.54578166644,727.680397184929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  17:00:00,1426.11192724438,316.560193633406,718.126449059346,456.228707392659,146.904908229614,763.080939654993,1381.55944188994,714.328182596644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  18:00:00,1428.68688736937,326.159130739278,805.369649272558,461.215160305988,200.826364225427,757.907407867067,1336.51855762147,690.965751817463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  19:00:00,2668.23875116546,631.778884033611,1785.27154287416,891.794522110386,534.293372298109,1480.95658747556,2672.42906654535,1357.71829910324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  20:00:00,2754.40357385234,657.107755759496,1878.31951310827,924.244844685162,576.363179408544,1523.52661714516,2748.63422945828,1395.19537109547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  21:00:00,2825.8019351132,678.778973818417,1955.10892681698,951.264555177528,611.6624901145,1558.94192066669,2809.09929563028,1424.88673258478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  08:00:00,3458.16461306858,832.979519709317,2422.21277226126,1109.48817196341,845.953840408938,1862.72964985317,2967.58896091349,1510.49367687741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  09:00:00,2901.42689283333,565.33583785651,1844.50024298405,808.573266303174,578.720599466072,1589.70243850887,2535.2278797716,1300.33150455169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  10:00:00,2371.47506805543,350.406372735782,1219.20664862299,561.318520580706,289.795133214626,1326.34487054947,2094.08052282822,1077.12984707819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  11:00:00,2033.82053972497,272.296763189141,787.363666750166,460.57075195836,92.1842277628041,1168.41352878488,1851.40792843385,954.085023421058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  12:00:00,1819.42269111528,272.436868108792,650.041813690156,446.284160455474,50.6031797302747,1071.79968647178,1714.53200029368,884.131499483225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  13:00:00,1649.91561598677,267.632188029718,663.457409612306,430.603308646276,83.8482917472347,989.762263060398,1600.16313568489,825.572289622888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  14:00:00,1478.74437528849,237.719990641311,492.176192268423,390.030823098838,19.4905190610625,888.261996501382,1478.36467060678,763.530156200658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  15:00:00,1339.11615053497,213.553189191845,319.365889106369,354.140113595592,0.0,774.228732519309,1346.55014523445,696.711328452927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  16:00:00,1223.95799264,193.698875719583,269.068996020301,322.843789108955,0.0,677.091100543425,1224.60265461815,635.00134405692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  17:00:00,1239.54232788225,211.838608656811,348.462761980076,338.099175165865,0.775535566880746,634.436290535329,1195.62324457314,619.867440837217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  18:00:00,1326.61265231087,248.490544707275,536.652203652379,377.347888751729,69.7484726997632,679.012553029266,1228.86968869097,635.830044235966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  19:00:00,2649.42645944557,580.162065596478,1599.46658402882,840.910352288081,433.501779865492,1452.43173724465,2641.27422453845,1340.91595984417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  20:00:00,2763.29663097551,616.834501160102,1728.74104230795,886.825278506006,490.962528903306,1509.56646340824,2742.45033203419,1391.02027011176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  21:00:00,2831.70680539926,641.621934207733,1817.19281897705,916.478421146609,533.640760788159,1542.78483823995,2800.4546465676,1419.39731459616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/09  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/10  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/10  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/10  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/10  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/10  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/10  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/10  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/10  08:00:00,3431.17804779811,843.275976579223,2326.8303347017,1124.96714381493,807.272043295501,1821.89301807972,2958.05345634689,1498.80954609878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/10  09:00:00,3061.02157875116,749.546793381571,2108.78396962869,1006.25995515127,712.177664962997,1658.2479332819,2680.8804332356,1371.19375088117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/10  10:00:00,2685.63922372513,632.629038577132,1798.22838234151,862.52181538225,586.148846648595,1480.1344526533,2384.8096625491,1220.8574668628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/10  11:00:00,2348.09067172009,470.306725960551,1273.4656021739,681.957842867082,348.292339975783,1330.51771306729,2163.7739351368,1109.10233613961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/10  12:00:00,2083.77922566197,407.5157214271,788.130221963712,601.303834784765,82.4039084264817,1204.84679544521,1968.74976071438,1010.61818005233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/10  13:00:00,1881.28680624074,394.42379497902,411.195268322268,573.184737841629,2.344975332340631E-003,1094.48829135336,1800.1441214397,925.40682526821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/10  14:00:00,1618.94499364981,337.421495218959,179.011130967658,495.262885285482,0.0,915.993677728246,1564.21191453859,806.690991134653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/10  15:00:00,1321.73181849709,266.242206632022,6.338562943493327E-003,399.373410107962,0.0,681.061550561975,1290.46364517315,669.310966204983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/10  16:00:00,1050.49112290165,202.661238862679,0.0,310.650371386411,0.0,475.020585261214,1017.86495557698,532.652742828326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/10  17:00:00,1062.77758241171,214.072299289673,15.106199522906,319.907697718488,0.0,433.80783215718,994.884352149747,520.734985140674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/10  18:00:00,1241.48607454396,269.575234730832,235.215967831991,386.574990354871,0.0,543.658394389372,1119.47973732523,582.36515433243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/10  19:00:00,2660.33682513337,621.650949027269,1401.17811438489,879.777845763104,317.878749112758,1377.55652711095,2628.04714309718,1335.33863845915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/10  20:00:00,2783.02631925786,657.417003240776,1553.94671433019,925.821364222062,387.358723112506,1437.80266936382,2737.37943807925,1389.2230118291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/10  21:00:00,2809.54500751203,668.546437548154,1625.57811915222,938.163260130957,423.241381298749,1446.18995371737,2753.42782014449,1396.33558219064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/10  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/10  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/10  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/12  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/12  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
