Date/Time,FURNACE_DX_A_B_G_L HEATING COIL:Heating Coil Air Heating Rate [W](Hourly),FURNACE_DX_B_C_H_G HEATING COIL:Heating Coil Air Heating Rate [W](Hourly),FURNACE_DX_C_D_I_H HEATING COIL:Heating Coil Air Heating Rate [W](Hourly),FURNACE_DX_D_E_J_I HEATING COIL:Heating Coil Air Heating Rate [W](Hourly),FURNACE_DX_E_F_K_J HEATING COIL:Heating Coil Air Heating Rate [W](Hourly),FURNACE_DX_L_K_F_A HEATING COIL:Heating Coil Air Heating Rate [W](Hourly),FURNACE_DX_G_H_I_L HEATING COIL:Heating Coil Air Heating Rate [W](Hourly),FURNACE_DX_I_J_K_L HEATING COIL:Heating Coil Air Heating Rate [W](Hourly),FURNACE_DX_A_B_G_L COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),FURNACE_DX_B_C_H_G COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),FURNACE_DX_C_D_I_H COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),FURNACE_DX_D_E_J_I COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),FURNACE_DX_E_F_K_J COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),FURNACE_DX_L_K_F_A COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),FURNACE_DX_G_H_I_L COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),FURNACE_DX_I_J_K_L COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly) 
 01/01  11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  08:00:00,4053.79340083081,1217.5367655809,3037.50644379361,1546.98154707939,1038.22436419712,1833.08951263366,3619.97383566962,1836.97406466022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  09:00:00,3465.11266007162,1003.50258800611,2218.82101285461,1286.80154219768,620.142111624461,1528.81010422364,3099.07207834324,1584.59352655223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  10:00:00,2825.16654631328,811.563213267124,1561.38437614914,1045.00461043239,349.211291891994,1178.03691549338,2549.97893777331,1306.05807871338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  11:00:00,2331.19464999085,663.44241324703,1236.75697293515,860.577043449171,248.698908995624,911.49954675081,2141.99507014921,1099.95974762137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  12:00:00,2015.38357334942,567.003680895861,1114.16792887551,743.252430521723,232.02009691326,698.48410679842,1896.4445409734,975.542953583802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  13:00:00,1807.20787846065,509.193777307742,1098.8332404888,675.82793688826,250.62804100225,563.1683986567,1774.06477239117,912.739491051449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  14:00:00,1524.09867842671,460.298899838628,1027.14148156678,618.527712330066,233.686638032248,500.136425441816,1669.79985348085,858.899821319418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  15:00:00,1311.57895310437,461.087167978668,1074.10269303699,622.503791151124,260.843785691725,490.564570217278,1697.06226265082,870.786904194071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  16:00:00,1109.71122106051,451.028662903499,1072.87139852387,607.611674766604,273.948031771839,469.124060224824,1641.03982914056,841.139353068117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  17:00:00,1368.90338416593,480.249704587725,1168.63743262768,637.608541254673,329.306100497235,550.165181062531,1657.00993875436,847.873100684062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  18:00:00,1548.40592897108,498.810375482956,1242.06573480673,659.386482078534,367.710074135682,605.168870976813,1693.44645705103,865.318427543837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  19:00:00,2735.92718087924,776.216488468262,2131.90594598768,1054.82304846196,659.315259797978,1285.43973783026,2954.04630405863,1494.79112209535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  20:00:00,2753.60964082713,774.800732256555,2144.37679317423,1052.14005185557,670.983315770516,1289.72551097162,2939.9610445731,1487.75008201368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  21:00:00,2910.37700921066,809.959024117387,2265.74132293923,1099.53155439213,718.858493708418,1378.92699778885,3071.46588654302,1553.19158285637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  08:00:00,3459.64411723235,979.860766835567,2608.42385938999,1274.55219516774,869.929859714176,1628.33679241976,3149.04507801322,1597.36459544795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  09:00:00,2752.87418775978,780.074467115162,1773.43911712788,1011.07901192382,491.26623251893,1252.61181350156,2511.25026362099,1284.46272813909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  10:00:00,2260.88873229598,633.723896529936,1254.24379501452,826.569743113226,274.115839039603,974.580666877632,2091.34491969485,1071.45662797644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  11:00:00,2024.9908013827,557.849476150599,1086.58914409049,736.88759233149,217.143388036871,829.509639724481,1926.52381156728,987.528698361559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  12:00:00,1680.76846703373,455.930852360071,941.732484935053,610.657518492062,190.742424706762,638.291048719275,1649.66352256821,847.897986780703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  13:00:00,1348.61224557452,368.69086551415,802.637863352581,500.483947055932,161.186172602031,429.948796274538,1389.6890360402,716.729949290353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  14:00:00,1030.98125129588,317.831870677741,702.302790862478,436.979232068741,133.176247076571,305.008595559218,1244.82991518433,642.911141111699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  15:00:00,777.291962961069,288.656358416482,648.533159128269,399.31214623839,122.876024670858,253.647580167285,1149.09709250446,593.718203755454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  16:00:00,797.617455482298,317.175099522448,753.79123750102,435.95296931374,171.168640026612,321.004132900031,1234.54210603908,635.326973093319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  17:00:00,1025.80430758635,348.986193106929,851.610414658523,469.541031425395,224.484289520006,393.326108540226,1262.89194513543,648.510047148028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  18:00:00,1150.6282502426,366.047654573333,913.832948872516,488.284442765818,258.732533113793,429.169214995097,1282.19697263563,657.50529570699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  19:00:00,2482.78627698175,684.56197815121,1922.85217173934,939.404809508935,591.068837076623,1191.29071830871,2696.77717839925,1363.94689437818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  20:00:00,2682.01271424054,731.676875223677,2076.84617420065,1003.59969294398,649.009603332845,1297.57515010799,2878.5923118936,1454.86524220702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  21:00:00,2830.77855503558,767.372342774423,2194.8696951942,1050.81129186494,696.016516851966,1381.29842168089,3003.63144540831,1517.17593472056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  08:00:00,3457.85653743891,983.344634418221,2647.63502079908,1257.74729196589,936.751615313862,1642.96813975692,3039.62508041321,1536.05053132937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  09:00:00,3148.78769824651,873.747318248173,2218.53088921564,1136.03008785661,700.338991627029,1530.01538721783,2848.57773521735,1451.62831092496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  10:00:00,2710.92459076381,745.174129309938,1883.0495389297,973.300843405606,581.554753423587,1332.97939805807,2477.36572461618,1263.47929239431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  11:00:00,2454.75643729973,663.150055216622,1674.6840523295,875.366088917649,499.202570459125,1204.54448492641,2292.89121354023,1170.12295396153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  12:00:00,2184.11454959885,582.503419658696,1483.9326313167,779.09316788379,426.514754451272,1017.31826308319,2103.89119894832,1074.84862353965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  13:00:00,1934.50387188025,516.008625693024,1371.89695331317,697.756892699071,395.608619109112,880.622222130296,1929.91854533008,987.083690160751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  14:00:00,1671.67650680266,476.542450415483,1288.931881485,650.226518163756,367.344105717475,769.329140375522,1832.5655657735,937.51529010567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  15:00:00,1587.2819451618,470.890913397835,1288.54977122316,642.820827310562,373.229260340139,783.60331615614,1810.65617041287,925.585190416828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  16:00:00,1500.27393764192,463.019052549969,1269.82922733796,627.791176167087,377.553662481454,760.816860956504,1736.25624800646,887.438218930738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  17:00:00,1632.56587455092,479.497613606862,1312.14267877538,640.129053826163,410.030064194178,783.882001091797,1698.61246160935,867.825346228108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  18:00:00,1684.49274322422,485.778793831658,1333.02795141591,643.701955840621,427.820082974616,786.820110777978,1673.49887657921,854.683609880094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  19:00:00,2971.3296323011,795.343045359303,2307.49967335939,1082.21809623063,746.67872986671,1525.09182574586,3049.59714929196,1541.96870637931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  20:00:00,3062.74088196848,816.513955738522,2377.3967231362,1110.24701596675,774.938588615721,1570.76183575343,3122.23839339936,1578.23160733701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  21:00:00,3140.33788146028,835.881128504436,2439.40317617123,1135.04080513674,800.960576208658,1613.61164197047,3181.34776737091,1607.69270094551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  08:00:00,3716.14211715525,1057.61718663356,2831.52459543393,1326.11028243784,1026.83871536897,1861.07368125094,3146.42664050589,1595.43704240255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  09:00:00,3448.75399383993,944.10246769229,2365.01307499164,1220.03570567612,744.770020385581,1717.25327750598,3014.8032245295,1539.01552459439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  10:00:00,3058.26493127717,827.114792504842,1994.93050591525,1076.87769280544,591.276925269413,1517.5585745662,2721.92074644125,1389.59288644284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  11:00:00,2729.37812883609,729.288809822016,1679.62054045747,958.502452270477,458.933799369548,1282.77968388702,2478.77808867743,1266.57997178705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  12:00:00,2461.69431841737,651.124260689759,1564.61133842743,862.836287426767,435.834981550988,1072.5871319414,2271.94210810727,1162.05997414027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  13:00:00,2227.44384362346,597.838310228553,1524.05748398299,796.104604128128,443.529264638476,895.182980987615,2118.9270159154,1084.38802202049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  14:00:00,1825.14526801183,536.739083360739,1389.38330107525,719.352673758,401.392251026897,728.18464704891,1937.40181512271,992.290085922392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  15:00:00,1406.85146501315,490.376288929271,1277.16600571336,659.604898697916,366.88209539222,610.155607741369,1784.67475972535,914.437954458507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  16:00:00,1236.41090695843,494.587896458207,1302.96044969118,663.148958663009,385.941072900076,612.197031497959,1775.60422887321,908.436173585158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  17:00:00,1442.97122157502,504.665067331054,1329.46790369966,666.733311017396,413.426498250163,656.421310454954,1718.52706180061,878.763649353089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  18:00:00,1599.72808791212,516.489727918039,1371.96165157295,678.799002654543,439.117271390315,686.458460563834,1721.03609332925,879.385942036359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  19:00:00,2943.39990170599,833.880123707776,2374.08950633136,1128.73912164431,767.440178156537,1445.70051287893,3134.27141532472,1585.35219242775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  20:00:00,3037.32855442595,851.431428833084,2436.58102779142,1152.1611034286,793.37325475888,1486.22098892695,3197.34201004192,1617.02851065569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  21:00:00,3160.34910263654,879.005430868712,2528.27944081071,1188.49751223277,830.394212227027,1551.01373576826,3290.79453959907,1663.42778382655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  08:00:00,3648.59410461095,1078.48265487101,2823.78810630787,1345.65983637482,1014.93830397327,1719.88989894098,3149.61893478091,1595.24036158066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  09:00:00,3554.18060799997,998.79459563952,2379.56861922264,1291.80843739853,709.789974461384,1685.07870158385,3193.41561064413,1626.76180020101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  10:00:00,3142.27203800178,870.48273081379,1932.99267696165,1133.57945628547,521.39225100145,1460.03102268669,2858.33253578182,1456.14796923616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  11:00:00,2837.29135790492,775.244842231221,1795.98520563554,1018.44417163353,494.359035466151,1326.01359116948,2626.6937455124,1338.82172577956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  12:00:00,2630.68193744702,709.147319422569,1747.61657392552,939.719437397003,500.049585005731,1248.42685409001,2480.2280309786,1264.46249601899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  13:00:00,2405.55479742877,650.128400336816,1664.44275454049,870.753797852418,479.448330518027,1067.04608472182,2350.96146924739,1198.76612304508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  14:00:00,2083.10527896318,601.648046110725,1565.09042186567,810.434275028683,451.001618859278,932.384299947799,2210.59177037105,1127.53429606336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  15:00:00,1728.8372950636,567.642808246272,1490.05001284968,765.399164181899,433.452672437646,834.564027435712,2084.5293027297,1063.41391767559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  16:00:00,1503.85196236616,552.257451772321,1460.51477318123,742.526896052228,433.642060831175,866.985025185458,2002.97037855873,1021.55284656914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  17:00:00,1717.14488043432,566.430387533061,1499.45662412503,750.427407236436,468.127400541376,818.573273599331,1946.74720823588,992.592641299399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  18:00:00,1808.22912383246,563.86166265718,1500.92779512217,743.207270236876,479.51386381994,842.973717195118,1896.14872063211,966.825667603796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
